MARIO SANTIAGO,SUB DIRECTOR GENERAL TECNICO,30/08/21,5/12/22,1152716
FERNANDO,DIRECTOR DE DEPARTAMENTO DE HACIENDA,20/11/21,4/10/21,3346464
DANIEL JOSE,FISCAL DE GOBIERNO,12/01/21,14/09/23,1730171
ROBERTO,SECRETARIO GENERAL,5/08/21,3/06/23,1364229
GUSTAVO,DIPUTADO,10/12/21,7/09/21,1247673
TERESA,GTE. ADM. REGION S.E,5/11/20,28/08/22,1325505
MÓNICA MARIELLA,JUEZ LDO. SUPLENTE,3/06/21,24/03/23,1709304
HUGO RAUL,DIRECTOR DIVISION,24/12/20,25/09/22,2626950
NELSON,EDIL DEPARTAMENTAL,23/05/21,12/05/23,1149968
LUIS SERGIO,INTENDENTE,29/12/21,10/12/23,2881868
GLADYS,DIRECTOR DE DIVISIÓN,9/10/21,23/06/22,1602584
ADRIANA MARÍA,ACTUARIO,3/03/21,31/12/21,2601503
MIGUEL ANGEL,SUB-TESORERO GENERAL DE LA NACION,6/10/20,12/06/23,1044447
ALBERTO,MINISTRO,21/05/21,20/08/22,832192
ALBERTO RAUL,INTEGRANTE DE COMISION,3/11/21,2/02/22,987274
MIGUEL,DIRECTOR,13/12/21,21/09/23,1270500
EDUARDO,MINISTRO,29/12/20,17/10/21,1264587
ADRIANA NOEL,DIRECTOR DPTAL.SALUD,7/09/20,26/10/23,3619074
CESAR ALFREDO,DIRECTOR DE UTE,18/05/21,29/01/23,1553645
ABILIO HUGO,SECRETARIO GENERAL,3/12/20,9/01/23,1732335
JORGE EMILIO,INSP. MAYOR,22/12/20,13/12/23,1277537
ANDREA,SEC. PRIVADA INTENDENTE,22/11/21,10/05/23,2801108
FERNANDO,DIRECTOR,3/02/21,28/06/22,1343421
GONZALO,EDIL DEPARTAMENTAL,10/05/21,31/07/23,1883643
RAFAEL ENRIQUE,PROSECRETARIO GENERAL,4/06/21,27/06/22,1743793
SEBASTIµN,DIRECTOR GENERAL DPTO. DE HIGIENE,23/06/21,24/07/23,3675988
HUMBERTO SALVADOR,EDIL,2/06/21,27/06/23,2813241
JORGE RICARDO,VICEPRESIDENTE,11/05/21,29/05/22,1268935
JUAN JOSE,DIRECTOR,3/03/21,20/07/23,2680719
RAUL CARMELO,EDIL,21/08/21,24/10/21,2531138
ALBERTO GUSTAVO,INP. MAYOR,25/04/21,20/05/22,1088822
LILIANA MA.DEL HUERT,JUEZ LETRADO CAPITAL,1/10/20,25/10/21,3142689
DANIEL ISIDRO,SECRETARIO GERENTE EJECUTIVO,11/07/21,27/09/22,1284151
MARTIN,EDIL,30/07/21,16/08/23,3099273
CARLOS,GERENTE TECNICO,15/02/21,30/10/23,1256617
PEDRO EMILIO,SUB SECRETARIO,20/06/21,5/04/23,1562359
IRENE BEATRIZ,DIRECTORA DE ADMINISTRACION,26/04/21,24/12/22,1152036
WALTER HUGO,JUEZ LDO. CAPITAL,1/05/21,5/02/23,2003502
LAURA,DIRECTORA GRAL. ADM,6/04/21,9/07/23,1491973
MANUEL,CONTRA ALMIRANTE,3/04/21,16/04/22,1121521
JUAN CARLOS,DIRECTOR DE OBRAS,21/04/21,29/11/21,2019701
JORGE LUIS,EDIL,29/10/20,10/03/23,3446481
JORGE,EDIL,24/08/21,19/03/23,1617582
JOHN,GERENTE DE AREA,13/04/21,29/06/23,1117534
JOSE MARIA,GENERAL,17/11/21,29/01/23,1450296
FRANCISCO C.,PRESIDENTE,16/06/21,6/12/22,1704937
FERNANDO,PRESIDENTE,16/10/20,29/11/23,1694706
SILVIA,FISCAL LETRADO ADJUNTO,21/12/21,5/02/23,1291743
IRUPE CARMEN,CONSEJERA,24/09/20,9/04/22,1209568
FRANCISCO EDUARDO,CAPITAN DE NAVIO (CG),28/11/21,19/11/22,1611718
MARIA ANDREA,JUEZ LDO. INTERIOR,16/12/21,8/02/22,2813518
ANITA MARIA,EDIL,5/10/21,16/07/22,3466335
ALCIDES,INSP. GRAL (R),30/12/21,2/11/21,1506814
LUIS FERNANDO,DIR. DOT. ARQUITECTURA,2/03/21,28/10/22,2552175
MARIA GREGORIA,DIRECTORA,22/11/21,6/06/22,3006687
WILITON,EDIL,10/07/21,9/09/22,3595447
JULIO ROBERTO,EDIL,3/12/20,22/11/23,3759772
MARCELO DANIEL,EDIL,11/12/20,2/11/21,4237968
ADOLFO AURELIANO,EDIL DEPARTAMENTAL,28/04/21,18/04/23,2533527
ARIBEL ENRIQUE,INSP. MAYOR,6/10/21,10/03/23,1116507
SERGIO GUSTAVO,ACTUARIO,3/02/21,22/06/23,2938714
SUSANA,ACTUARIO,10/06/21,18/08/23,3349445
ALICIA,DECANO,14/09/21,18/05/22,1555341
LUIS EDUARDO,DIR. DPTO. DE INFORMATICA,15/06/21,7/05/22,1854086
JUAN ANTONIO,DIRECTOR,6/10/20,8/06/22,3381077
ALICIA,DIRECTORA GENERAL,26/01/21,7/09/23,1555341
NELSON MARIO,EDIL,13/09/20,5/09/21,3295180
SILVIA RAQUEL,EDIL,2/06/21,3/12/22,3348066
MARINI SOFIA,EDIL,2/10/20,28/04/22,3723895
GERARDO E.,EDIL,27/09/20,4/11/21,3822099
JORGE GUALBERTO,GER. ARAE PLANIFICACION Y SECRET.,25/10/20,23/12/21,1383654
GUSTAVO LUIS,GERENTE DE COMPRAS,10/04/21,11/11/23,2017610
TACUABE,GERENTE DIVISION GENERACION TERMICA,22/06/21,6/10/21,1201038
MARÍA CRISTINA,JUEZ LTDO. CAPITAL,18/03/21,22/08/23,3113014
ANA ALICIA,SECRETARIA DE BANCADA,1/12/21,2/10/23,2780624
MYRIAM GRACIELA,DIPUTADO,8/11/20,14/10/23,3370495
FERNANDO,DIRECTOR NACIONAL DE DEPORTES,15/07/21,17/10/22,1637721
RICHARD OROSMAN,EDIL,28/12/20,6/10/21,4173250
MAURICIO DANILO,EDIL DEPARTAMENTAL,5/07/21,19/01/22,3527510
JORGE ATILIO,DIRECTOR,20/08/21,13/09/21,1946346
GERARDDO,DIRECTOR GENERAL,31/10/21,4/07/23,1273543
DANIEL,SEC. PARTICULAR DEIR,15/12/21,19/03/22,3785591
MATILDE ISABEL,ACTUARIO,23/11/20,27/03/22,1737233
CECILIA,EDILA,21/09/20,26/08/22,1843252
OLGA GRACIELA,EDIL,16/05/21,8/11/22,3181933
CARLA MARIELA,ACTUARIO,15/08/21,24/10/21,1918219
ANGEL MANUEL,MINISTRO TRIB. APELACIONES,5/09/20,26/12/21,2827969
MARIO ALBERTO,SECRETARIO DE BANCADA,20/05/21,17/01/23,4422195
FERNANDO,PRESIDENTE,11/01/21,1/11/23,1147776
MARICEL,SECRETARIA,23/04/21,23/10/23,4069721
ROBERTO,EDIL,10/12/21,7/09/21,1444198
RICARDO,PRESIDENTE DEL DIRECTORIO,17/07/21,13/10/21,1641175
ANA MARIA,EDIL,18/09/21,11/08/22,3838029
LUIS ALBERTO,GERENTE DE REPARTICION,3/12/21,18/06/22,1452491
ALBERTO MANUEL,INSP.PPAL.(R),21/11/21,8/10/22,2018073
ZULMA SUSANA,ALCALDESA MUNICIPIO E,4/11/20,1/07/22,1954314
MARIA DE LOS ANGELES,FISCAL LETRADO DEPARTAMENTAL,13/02/21,11/05/23,1446135
RUBEN DARIO,EDIL,3/08/21,9/01/22,3955682
JORGE,DIRECTOR,16/10/20,25/11/21,1170295
NESTOR,DTOR.DIVISION SANEAM,30/08/21,5/12/22,1119227
GIANNA MARIA,DIR. SERVICIOS MEDICOS,20/11/21,4/10/21,3471629
JORGE,DIRECTOR INFANCIA,12/01/21,14/09/23,1890599
JULIO CESAR,GTE.AREA CALIDAD Y GESTION,5/08/21,3/06/23,1748069
CARLOS DEBELQUI,INP. MAYOR,10/12/21,7/09/21,1974485
CARLOS DANIEL,DIRECTOR,5/11/20,28/08/22,3664136
HECTOR,DECANO,3/06/21,24/03/23,1539915
ARIEL,FISCAL LETRADO NACIONAL,24/12/20,25/09/22,3206006
JUAN ANDRES,DIRECTOR GENERAL D.A,23/05/21,12/05/23,1700225
FANNY MARIA,JUEZ LDO.CAPITAL,29/12/21,10/12/23,1170834
RAFAEL MAURICIO,VICE PRESIDENTE DEL DIRECTORIO,9/10/21,23/06/22,1247810
ENRIQUE GILBERTO,DIRECTOR ADUNAS,3/03/21,31/12/21,1430705
 HAROLDO ANTONIO,DIRECTOR,6/10/20,12/06/23,2577157
MARTA,EDIL,21/05/21,20/08/22,4102906
JUAN PEDRO,INTENDENTE -INTENDENCIA SUPERVISION FIN,3/11/21,2/02/22,2531195
EDGAR FITZGERALD,DIPUTADO,13/12/21,21/09/23,3938239
MARIA CRISTINA,MINISTRO TRIBUNAL DE APELACIONES,29/12/20,17/10/21,1376185
LILIANA BEATRIZ,EDIL,7/09/20,26/10/23,2005272
FERNANDO CARLOS,ACTUARIO,18/05/21,29/01/23,3749098
CARMELO RAMON,EDIL TITULAR,3/12/20,9/01/23,945159
MARIELA RAQUEL,AUXILIAR DE SUCURSAL,22/12/20,13/12/23,2935657
TERESITA,CONSEJERA,22/11/21,10/05/23,3093684
RAUL GUILERMO,DIR. PROMOCION SOCIAL,3/02/21,28/06/22,4060469
MARIA BETTINA,EDIL,10/05/21,31/07/23,3522325
RODOLFO ANDRES,DIPUTADO,4/06/21,27/06/22,3650538
CARLOS MANUEL,EDIL,23/06/21,24/07/23,3032834
GRISEL,EDIL,2/06/21,27/06/23,3273791
ANTONIO,DIRECTOR GENERAL,11/05/21,29/05/22,1675092
GONZALO,DIRECTOR SECRETARIA DE PRENSA,3/03/21,20/07/23,1123563
MARCOS GUSTAVO,INTENDENTE,21/08/21,24/10/21,1577935
ALBERTO LAUREANO,CONTRA ALMIRANTE,25/04/21,20/05/22,1274166
NATALIA,DIRECTOTA  GENERAL,1/10/20,25/10/21,2929660
LUCÍA MARÍA,ACTURIO,11/07/21,27/09/22,1444297
FELIPE,DIPUTADO,30/07/21,16/08/23,3988499
ROBIN ENRIQUE,EDIL TITULAR,15/02/21,30/10/23,2936926
ADRIANA,EDIL,20/06/21,5/04/23,1865766
FERNANDO RAUL,MINISTRO TRIB. APELACIONES,26/04/21,24/12/22,3653231
JOSE CARLOS,DIPUTADO,1/05/21,5/02/23,2549443
GERMAN,DIPUTADO,6/04/21,9/07/23,2820123
SILVIO RICARDO,EDIL,3/04/21,16/04/22,2524274
CARLOS,EDIL,21/04/21,29/11/21,3923816
GRANDENEL,EDIL TITULAR,29/10/20,10/03/23,3232292
MARIA DILIA,SECRETARIA,24/08/21,19/03/23,4102278
JULIO CESAR,VOCAL,13/04/21,29/06/23,2644877
BEATRIZ,DIRECTOR DE DIVISION,17/11/21,29/01/23,1298205
FERNANDO,DIRECTOR,16/06/21,6/12/22,1734322
LUIS ALBERTO,EDIL,16/10/20,29/11/23,1523924
MARCELO HEBERT,EDIL,21/12/21,5/02/23,1669192
JUAN JOSE,GERENTE DIVISION REDES DITRIBUCION,24/09/20,9/04/22,1491129
SULANGEL,INSP. MAYOR,28/11/21,19/11/22,1800465
JAVIER,DIRECTOR,16/12/21,8/02/22,1168648
FERNANDO,DIRECTOR,5/10/21,16/07/22,1693688
CHARLES DANIEL,DIR. GRAL. SECRETARIA,30/12/21,2/11/21,4264535
JULIO,INSP. MAYOR,2/03/21,28/10/22,1460272
ERNESTO,INSP. MAYOR,22/11/21,6/06/22,1314535
LUIS MARIA,EDIL,10/07/21,9/09/22,3018355
RUBEN NELSON,CAPITAN DE NAVIO (CP),3/12/20,22/11/23,1394251
IVONNE,JUEZ LDO INTERIOR,11/12/20,2/11/21,2795941
AGUSTIN JOSE,GERENTE DIV. DISTRIBUC.Y COMERCIAL MDEO.,28/04/21,18/04/23,1515390
ANDRES,OFICIAL DE CUMPLIMIENTO,6/10/21,10/03/23,1352117
GABRIELA NOEMI,REPRESENTANTE DE U. MUTUALIDAD,3/02/21,22/06/23,1960560
MARTHA YOLANDA,DIRECTORA VOCAL,10/06/21,18/08/23,1175880
GONZALO MIGUEL,PRESIDENTE DIRECTORIO,14/09/21,18/05/22,1861754
VICTOR ALEJANDRO,DIRECTOR HACIENDA,15/06/21,7/05/22,2812048
FEDERICO RAMIRO,EDIL,6/10/20,8/06/22,3355010
ALBERTO ENRIQUE,DIPUTADO,26/01/21,7/09/23,3684749
ALICIA,DIRECTORA U.E,13/09/20,5/09/21,1302493
FEDERICO,EDIL,2/06/21,3/12/22,2636831
LUZ MARINA,EDIL,2/10/20,28/04/22,4017410
MARIA ELSA,EDIL DEPARTAMENTAL,27/09/20,4/11/21,49299
JESUS ARIEL,EDIL DEPARTAMENTAL,25/10/20,23/12/21,3382972
JULIO CESAR,VOCAL,10/04/21,11/11/23,2974448
MARIA NILSA,VOCAL,22/06/21,6/10/21,2563750
MARIA DEL ROSARIO,SECRETARIA DE DIRECTORIO,18/03/21,22/08/23,1377336
JOSE ENRIQUE,GERENTE GENERAL,1/12/21,2/10/23,1234639
ANDREA MARA,SUB GERENTE GENERAL,8/11/20,14/10/23,1503128
MARIA DEL ROSARIO,GERENTE DE AREA,15/07/21,17/10/22,1250309
MARIA NOEL,GERENTE DE AREA,28/12/20,6/10/21,3083576
EDUARDO,GERENTE DE AREA,5/07/21,19/01/22,1419922
JOSE LUIS,GERENTE DE DIVISION (INTERINO),20/08/21,13/09/21,1136846
ARMANDO IRINEO,INTENDENTE,31/10/21,4/07/23,2598294
ALBERTO,DIRECTOR GENERAL,15/12/21,19/03/22,1248853
DANIEL EDGARDO,GENERAL,23/11/20,27/03/22,1242097
GABRIEL ALFONSO,SUB SECRETARIO,21/09/20,26/08/22,1074211
JAQUELINE,FISCAL LETRADO NACIONAL,16/05/21,8/11/22,1722641
AMAVIRA HAYDEE,INSP. MAYOR,15/08/21,24/10/21,1251183
CLAUDIO GABRIEL,INSP. MAYOR,5/09/20,26/12/21,1822684
VERONICA,ACTUARIO,20/05/21,17/01/23,3016605
JOSE  LUIS,EDIL,11/01/21,1/11/23,3154261
ESBAR GONZALO,SECRETARIO PARTICULAR,23/04/21,23/10/23,4388017
FLAVIO SOLIS,CAPITAN PUERTOS,10/12/21,7/09/21,2006540
NORA MARIA,CONSEJERA,17/07/21,13/10/21,1009374
HUMBERTO,CONSEJERO,18/09/21,11/08/22,3095588
RAUL BOLIVAR,DIR. GRAL. HACIENDA,3/12/21,18/06/22,2903472
LUIS MARIA,DIRECTOR GENERAL DE SECRETARIA,21/11/21,8/10/22,3163813
MARGARITA,DIRECTORA COORDINACION,4/11/20,1/07/22,1997143
VICTOR  HUGO,EDIL,13/02/21,11/05/23,2530608
JOSE CARLOS,EDIL DEPTAL.,3/08/21,9/01/22,1049997
MONICA,FISCAL LETRADO DEPARTAMENTAL,16/10/20,25/11/21,1460748
JORGE,JUEZ DE DPTAL. CAP.,30/08/21,5/12/22,1801270
ALICIA,MINISTRO TRIB.APELA.,20/11/21,4/10/21,1113499
PABLO,OFICIAL 1RO.,12/01/21,14/09/23,1881094
MARIO EDUARDO,PRSIDENTE,5/08/21,3/06/23,1637807
ALEJANDRO,EDIL,10/12/21,7/09/21,3073758
MARIA ALEJANDRA,JUEZ LDO. INTERIOR (SUPLENTE),5/11/20,28/08/22,3329921
EDISON HUMBERTO,EDIL,3/06/21,24/03/23,2001129
ANIBAL,DIRECTOR DE SALUD,24/12/20,25/09/22,2623435
JORGE ANTONIO,JUEZ LETRADO CAPITAL,23/05/21,12/05/23,1038969
MARIA ELIZABETH,INSP.MAYOR,29/12/21,10/12/23,1157924
GERMAN FEDERICO,TITULAR AUDITORIA,9/10/21,23/06/22,3741559
EDUARDO NELSON,JUEZ LETRADO CAPITAL,3/03/21,31/12/21,1365477
MARIA NOEL,ACTUARIO,6/10/20,12/06/23,3073036
LAURA,GERENTE DE INVERSIONES,21/05/21,20/08/22,1704247
DANIEL,SUBDIRECTOR,3/11/21,2/02/22,1321706
BEATRIZ AIDA,SECRETARIO LETRADO,13/12/21,21/09/23,2592496
ESTRELLITA CELIA,DIRECTOR,29/12/20,17/10/21,975361
ADRIANA,GERENTE DE AREA DE PLANIFICACIONES,7/09/20,26/10/23,1430457
MARIA CRISTINA,EDIL,18/05/21,29/01/23,3418494
ANGEL,SUB DIRECTOR,3/12/20,9/01/23,3587281
ALBA BEATRIZ,DIRECTOR DPTAL.,22/12/20,13/12/23,3812709
NARIA LOURDES,DIRECTORA DPTO. DE CULTURA,22/11/21,10/05/23,3610769
GRACIELA IVONNE,GERENTE,3/02/21,28/06/22,1093093
ELENA,GERENTE DE DIVISION TECNICO PROFESIONAL,10/05/21,31/07/23,1656164
RAMIRO,DIRECTOR CTRO.,4/06/21,27/06/22,3119205
RODRIGO LORENZO,EDIL,23/06/21,24/07/23,3476979
GUSTAVO,DIPUTADO,2/06/21,27/06/23,3351917
ANA MARIA,SECRETARIA EJECUTIVA,11/05/21,29/05/22,1316835
YANET LILIAN,AUDITORIA GENRAL,3/03/21,20/07/23,1252262
ERNESTO,EDIL,21/08/21,24/10/21,3588473
JUANPABLO,DIR. CTRO SALUD I MED.,25/04/21,20/05/22,2572578
JOSÉ MARÍA,ACTUARIO,1/10/20,25/10/21,976688
MANUEL ALBERTO,DIRECTOR NACIONAL,11/07/21,27/09/22,3468286
IRIOMAR,EDIL,30/07/21,16/08/23,3915015
RENE,INSP. MAYOR,15/02/21,30/10/23,1830403
PABLO,EDIL,20/06/21,5/04/23,4161343
JULIO CESAR,MINISTRO TRIBUNAL DE APELACIONES,26/04/21,24/12/22,954511
MARIA ROSA,SUB-DIRECTOR GENERAL S.C. DE JUSTICIA,1/05/21,5/02/23,1265372
LUIS DANTE,JUEZ LETRADO CAPITAL,6/04/21,9/07/23,1753257
SILVANA MABEL,VICE PRESIDENTE,3/04/21,16/04/22,1592837
OSVALDO RAFAEL,EDIL,21/04/21,29/11/21,3597809
JOSE ENRIQUE,INSP. MAYOR,29/10/20,10/03/23,1974402
LIDIA MARGOT,EDIL,24/08/21,19/03/23,3705439
AGUSTINA ESTELA,JUEZ LETRADO CAPITAL,13/04/21,29/06/23,1988487
JORGE OMAR,MINISTRO,17/11/21,29/01/23,1123527
ZOILO JAVIER,DIRECTOR DPTO. DE TALLERES,16/06/21,6/12/22,2530603
JACQUELINE RITA,ACTURIO,16/10/20,29/11/23,1363786
RICARDO ALEXIS,FISCAL LETRADO DEPARTAMENTAL,21/12/21,5/02/23,3547592
ANTONIO,DIPUTADO,24/09/20,9/04/22,3216278
SERGIO,DIRECTOR,28/11/21,19/11/22,3651058
RUBENS,ASESOR DE DIRECTORIO,16/12/21,8/02/22,3259249
JUAN A.,SENADOR,5/10/21,16/07/22,3739540
JORGE EDUARDO,GERENTE DE AREA AUDITORIA DE SIST. Y GES,30/12/21,2/11/21,1695126
LUIS AGUSTIN,EDIL,2/03/21,28/10/22,4084445
CESARE GABRIEL,FISCAL LETRADO DEPARTAMENTAL,22/11/21,6/06/22,1273203
LUIS MILTON,EDIL DEPARTAMENTAL,10/07/21,9/09/22,2723316
ADRIANA MARIA,JUEZ LDO.INTERIOR,3/12/20,22/11/23,1125864
JUAN JOSE,DIRECTOR,11/12/20,2/11/21,1318542
JOSE,DIRECTOR EJECUTIVO,28/04/21,18/04/23,3018623
HECTOR ANIBAL,SECRETARIO GENERAL,6/10/21,10/03/23,2821683
HUGO,INSP. MAYOR,3/02/21,22/06/23,1481379
HEBER ANTONIO,DIR. GRAL DEPTO. ADMINISTRACION,10/06/21,18/08/23,3749451
ADRIANA,SERETARIA,14/09/21,18/05/22,1462389
HEBER ANTONIO,SUB-DIR GRAL. DE DEPARTAMENTO,15/06/21,7/05/22,3749451
WALTER ALEX,DIRECTOR GENERAL,6/10/20,8/06/22,998415
OSVALDO,INSPMAYOR,26/01/21,7/09/23,1492977
JORGE,PRESIDENTE,13/09/20,5/09/21,1167582
EDGAR DIONISIO,EDIL,2/06/21,3/12/22,3458418
MARCIA LEONORA,PROSECRETARIA,2/10/20,28/04/22,1883764
JOSE ENRIQUE,INSP.MAYOR,27/09/20,4/11/21,2610655
CARLOS VICENTE,GERENTE PUERTOS,25/10/20,23/12/21,1127503
ALBERTO RUBEN,GERENTE DE REPARTICION,10/04/21,11/11/23,1686109
CARLOS ROBERTO,SUB SECRETARIO,22/06/21,6/10/21,1277969
OLGA ELENA,ACTUARIO JUZGADO LETRADO,18/03/21,22/08/23,1116804
KARL FREDERICK,GERENTE AREA RECURSOS Y NEGOCIOS,1/12/21,2/10/23,1440755
JUAN CARLOS,MINIATRO TRIB. APELACION,8/11/20,14/10/23,1189525
PABLO GIOVANI,DIR.GRAL. PROM. Y DESAROLLO,15/07/21,17/10/22,3041336
ALBERTO LUIS,EDIL,28/12/20,6/10/21,667106
GUZMAN,EDIL,5/07/21,19/01/22,1116782
OSCAR MARIO,INTENDENTE,20/08/21,13/09/21,1218902
DORELEY LILIÁN,ACTUARIO,31/10/21,4/07/23,3330724
DANIEL JACINTO,CONSEJERO,15/12/21,19/03/22,1333511
LUZ MARINA,DIRECTOR,23/11/20,27/03/22,2615139
NERY MAURO,GENERAL,21/09/20,26/08/22,1696990
WASHINGTON,EDIL,16/05/21,8/11/22,3260250
MARIO EDUARDO,PRESIDENTE DEL DIRCTORIO,15/08/21,24/10/21,3504458
PAOLA,SECRETARIA DE BANCADA,5/09/20,26/12/21,3342630
ALBA MARIA,FISCAL LETRADO DEPARTAMENTAL,20/05/21,17/01/23,1759990
NANCI AMANDA,MINISTRO  TRIB. APELACION,11/01/21,1/11/23,1982456
UDISON,EDIL,23/04/21,23/10/23,3142451
DARWIN CARLOS,EDIL,10/12/21,7/09/21,3397152
HUMBERTO,EDIL,17/07/21,13/10/21,3521851
ADRIANA,EDIL,18/09/21,11/08/22,4209209
GABRIEL,DIRECTO GENERAL SERVICIO DE TUTELA,3/12/21,18/06/22,1458070
ALEJANDRO,GERENTE FORESTAL,21/11/21,8/10/22,1114839
NAIR ARLET,GERENTE EJECUTIVO DE GESTION,4/11/20,1/07/22,2572009
PABLO,EDIL,13/02/21,11/05/23,3631093
ANTONIO,EDIL DEPARTAMENTAL,3/08/21,9/01/22,3541306
MARÍA DEL CARMEN,JUEZ LDO. INTERIOR,16/10/20,25/11/21,1487454
WILLIAM,MINISTRO TRIB.APELA.,30/08/21,5/12/22,1645948
JOSE,EDIL DEPARTAMENTAL,20/11/21,4/10/21,3619508
MARIA AUXILIADORA,FISCAL LETRADO DEPARTAMENTAL,12/01/21,14/09/23,1808762
ANA CAROLINA,PRESIDENTA,5/08/21,3/06/23,1727134
EDUARDO MARIO,DIRECTOR DE VIALIDAD,10/12/21,7/09/21,2776105
NILDA ESTHER,EDIL,5/11/20,28/08/22,3482631
IGNACIO,EDIL DEPARTAMENTAL,3/06/21,24/03/23,3964443
TABRE ROMAN,EDIL TITULAR,24/12/20,25/09/22,2867870
RENEE,EDIL TITULAR,23/05/21,12/05/23,3380826
ADRIANA,FISCAL LETRADO NACIONAL,29/12/21,10/12/23,1508390
JOSE MAXIMINO,MIEMBRO DE LA JUNTA,9/10/21,23/06/22,1556234
LUIS ROBERTO,PRESIDENTE DEL DIRECTORIO,3/03/21,31/12/21,1508454
MARIO MIGUEL,VOCAL,6/10/20,12/06/23,3132021
NESTOR RAUL,GERENTE DE DIVISION,21/05/21,20/08/22,1583619
ALBERTO,SENADOR,3/11/21,2/02/22,1264130
HECTOR GABRIEL,SECRETARIO LETRADRO,13/12/21,21/09/23,1449223
FREDY EMILIO,ACTUARIO,29/12/20,17/10/21,1586061
FELIX JAVIER,GERENTE,7/09/20,26/10/23,1621079
LIBER RAMON,EDIL,18/05/21,29/01/23,3069793
MARÍA VICTORIA,MINISTRO TRIB.APELA.,3/12/20,9/01/23,1241635
JOSE MARIA,GERENTE,22/12/20,13/12/23,2975344
FRANCISCO,EDIL,22/11/21,10/05/23,3595527
MARIA CRISTINA,JUEZ LETRADO CAPITAL,3/02/21,28/06/22,1332476
JUAN,DECANO,10/05/21,31/07/23,1426206
IVONNE MARIE,DIRECTOR DIV. RECURSOS HUMANOS,4/06/21,27/06/22,1593221
VENTURA OFELIA,GERENTE,23/06/21,24/07/23,1573912
BEATRÍZ,ACTUARIO,2/06/21,27/06/23,1864869
GUSTAVO ADOLFO,DIR. ADMINISTRACION,11/05/21,29/05/22,3478627
DANUBIO,DIR. DIVISION FISCALIZACION,3/03/21,20/07/23,1984738
MARIA DE LOS ANGELES,EDIL,21/08/21,24/10/21,2612305
LUIS,D. HACIENDA,25/04/21,20/05/22,3476642
FERNANDO ARTEMIO,DIR. GRAL ADM. Y RR HH,1/10/20,25/10/21,2738558
ADAN,INSP.GRAL.(R),11/07/21,27/09/22,1539346
BEATRIZ,EDIL DEPARTAMENTAL,30/07/21,16/08/23,3019912
WALTER,EDIL,15/02/21,30/10/23,3529302
GABRIELA,GER. GEN.PROG,20/06/21,5/04/23,1645864
JUAN,EDIL,26/04/21,24/12/22,1966072
WASHINGTON ARIEL,INSP.PPAL,1/05/21,5/02/23,1800265
CARINA,DIRECTORA,6/04/21,9/07/23,1560627
SERGIO CARLOS,PRESIDENTE C.H.L.A -EP,3/04/21,16/04/22,1220888
OSCAR,EDIL,21/04/21,29/11/21,1962194
MAURICIO,DIRECTOR I,29/10/20,10/03/23,1388861
SERGIO NEY,GENERAL,24/08/21,19/03/23,1375222
HOMERO HECTOR,JUEZ LETRADO CAPITAL,13/04/21,29/06/23,2715757
ANTONIO,EDIL,17/11/21,29/01/23,2677893
LAURA,SECRETARIO BANC.,16/06/21,6/12/22,2749682
EBER,SENADOR,16/10/20,29/11/23,1998291
JOSE PABLO,EDIL,21/12/21,5/02/23,3832808
STELLA MARY,FISCAL LETRADO DEPARTAMENTAL,24/09/20,9/04/22,3174186
CRISTINA MARIA,SECRETARIA,28/11/21,19/11/22,2622851
RAMON ISMAEL,SECRETARIO GENERAL,16/12/21,8/02/22,2926793
SANTOS RAMON,SUP/TITULAR,5/10/21,16/07/22,3575701
ANA MARIA,GERENTE DE DIVISION (INTERINO),30/12/21,2/11/21,3376403
SHIRLEY YANET,GERENTE DE DIVISION,2/03/21,28/10/22,2731840
JUAN CARLOS,GERNTE DE DIVISION,22/11/21,6/06/22,3075672
PABLO DANIEL,JUEZ LDO. INTERIOR,10/07/21,9/09/22,4103720
MARTIN ISMAEL,SECRETARIO,3/12/20,22/11/23,2564255
ATILIO LUIS NEY,DIRECTOR,11/12/20,2/11/21,1461536
SUSANA,SENADORA,28/04/21,18/04/23,1136419
BRUNO RODOLFO,GERENTE DE AREA,6/10/21,10/03/23,1553824
ANABELLA ELIZABETH,MINISTRO TRIB.APELA,3/02/21,22/06/23,1588629
JOSE LUIS,DIRECTOR BANCO HIPOTECARIO,10/06/21,18/08/23,757387
MARELLA ROSSANA,ACTUARIO,14/09/21,18/05/22,3242734
FERNANDO,DIRECTOR  AREA,15/06/21,7/05/22,3275345
FABIANA ESTELA,DIRECTOR DEL CENTRO,6/10/20,8/06/22,2538196
JACQUELINE,DES. SOCIAL,26/01/21,7/09/23,2570379
GUILLERMO,EDIL DEPARTAMENTAL,13/09/20,5/09/21,3979740
MARCELO,DIR. DIV. FINAN CONTABLE EX.M,2/06/21,3/12/22,1760920
SILVIA OLGA,ACTURIO,2/10/20,28/04/22,1188186
HUGO EMILIO,DIPUTADO,27/09/20,4/11/21,3242917
SHIRLEY BEATRIZ,GERENTE DEL AREA LOGISTICA,25/10/20,23/12/21,2531302
ADRIANA MIRIAM,JUEZ LDO. INTERIOR,10/04/21,11/11/23,1879777
ALEJANDRA,SECRETARIA DE PRIMERA,22/06/21,6/10/21,1974151
MAURICIO,EDIL TITULAR,18/03/21,22/08/23,3017348
MAURO,GERENTE,1/12/21,2/10/23,1502554
SYLVIA JUDITH,JUEZ LDO. CAPITAL,8/11/20,14/10/23,1313598
